"","ngram","freq","length","less1gram","less1gram_freq","hit_rate","suggest"
"687","dont even",29,"2","dont",952,0.0304621848739496,"even"
"4640","i just finished",7,"3","i just",230,0.0304347826086957,"finished"
"4641","i just found",7,"3","i just",230,0.0304347826086957,"found"
"4642","i just wanna",7,"3","i just",230,0.0304347826086957,"wanna"
"234","me a",65,"2","me",2141,0.0303596450256889,"a"
"1537","need more",16,"2","need",528,0.0303030303030303,"more"
"2092","youre going",13,"2","youre",429,0.0303030303030303,"going"
"2093","youre in",13,"2","youre",429,0.0303030303030303,"in"
"4625","have to check",7,"3","have to",231,0.0303030303030303,"check"
"4626","have to get",7,"3","have to",231,0.0303030303030303,"get"
"1526","make my",16,"2","make",529,0.0302457466918715,"my"
"34","i just",230,"2","i",7617,0.0301956150715505,"just"
"190","that was",75,"2","that",2488,0.0301446945337621,"was"
"1062","see that",21,"2","see",698,0.0300859598853868,"that"
"871","how did",24,"2","how",798,0.0300751879699248,"did"
"3434","home for",8,"2","home",266,0.0300751879699248,"for"
"3486","let them",8,"2","let",266,0.0300751879699248,"them"
"838","know when",25,"2","know",832,0.0300480769230769,"when"
"849","u know",25,"2","u",832,0.0300480769230769,"know"
"2754","please help",10,"2","please",333,0.03003003003003,"help"
"35","i know",228,"2","i",7617,0.0299330445057109,"know"
"703","rt the",29,"2","rt",969,0.0299277605779154,"the"
"2309","why are",12,"2","why",401,0.029925187032419,"are"
"1888","want me",14,"2","want",468,0.0299145299145299,"me"
"2952","down in",9,"2","down",301,0.0299003322259136,"in"
"522","up in",36,"2","up",1205,0.0298755186721992,"in"
"1857","thats all",14,"2","thats",469,0.0298507462686567,"all"
"3721","week is",8,"2","week",268,0.0298507462686567,"is"
"3722","week so",8,"2","week",268,0.0298507462686567,"so"
"3723","week to",8,"2","week",268,0.0298507462686567,"to"
"1624","happy holidays",15,"2","happy",503,0.0298210735586481,"holidays"
"1625","happy hour",15,"2","happy",503,0.0298210735586481,"hour"
"2474","never be",11,"2","never",369,0.029810298102981,"be"
"3255","yes you",9,"2","yes",302,0.0298013245033113,"you"
"1891","were all",14,"2","were",470,0.0297872340425532,"all"
"2261","them and",12,"2","them",403,0.0297766749379653,"and"
"2726","next one",10,"2","next",336,0.0297619047619048,"one"
"2770","show in",10,"2","show",336,0.0297619047619048,"in"
"475","its all",38,"2","its",1278,0.0297339593114241,"all"
"638","will do",31,"2","will",1043,0.0297219558964525,"do"
"953","as you",22,"2","as",741,0.0296896086369771,"you"
"309","with me",54,"2","with",1819,0.0296866410115448,"me"
"310","with your",54,"2","with",1819,0.0296866410115448,"your"
"36","i can",226,"2","i",7617,0.0296704739398713,"can"
"4572","and i didnt",7,"3","and i",236,0.0296610169491525,"didnt"
"4573","and i know",7,"3","and i",236,0.0296610169491525,"know"
"4574","and i think",7,"3","and i",236,0.0296610169491525,"think"
"4575","and i was",7,"3","and i",236,0.0296610169491525,"was"
"2123","come join",12,"2","come",405,0.0296296296296296,"join"
"2124","come true",12,"2","come",405,0.0296296296296296,"true"
"2125","come up",12,"2","come",405,0.0296296296296296,"up"
"2167","here we",12,"2","here",405,0.0296296296296296,"we"
"4393","to see that",9,"3","to see",304,0.0296052631578947,"that"
"42","a good",193,"2","a",6533,0.0295423235879382,"good"
"2973","game and",9,"2","game",305,0.0295081967213115,"and"
"2974","game on",9,"2","game",305,0.0295081967213115,"on"
"330","so far",51,"2","so",1731,0.0294627383015598,"far"
"55","you have",169,"2","you",5740,0.0294425087108014,"have"
"810","when youre",26,"2","when",884,0.0294117647058824,"youre"
"488","all day",37,"2","all",1261,0.0293417922283902,"day"
"90","for you",120,"2","for",4096,0.029296875,"you"
"5259","thanks for the shout",7,"4","thanks for the",239,0.0292887029288703,"shout"
"2407","hope everyone",11,"2","hope",376,0.0292553191489362,"everyone"
"1055","new followers",21,"2","new",718,0.0292479108635097,"followers"
"3070","man of",9,"2","man",308,0.0292207792207792,"of"
"3348","big things",8,"2","big",274,0.0291970802919708,"things"
"57","you know",167,"2","you",5740,0.0290940766550523,"know"
"502","was in",37,"2","was",1273,0.0290652003142184,"in"
"2360","best way",11,"2","best",379,0.029023746701847,"way"
"725","day and",28,"2","day",966,0.0289855072463768,"and"
"4837","but i do",6,"3","but i",207,0.0289855072463768,"do"
"4670","in a couple",7,"3","in a",242,0.0289256198347107,"couple"
"4117","i love how",12,"3","i love",415,0.0289156626506024,"how"
"4118","i love that",12,"3","i love",415,0.0289156626506024,"that"
"4119","i love u",12,"3","i love",415,0.0289156626506024,"u"
"3336","awesome thanks",8,"2","awesome",277,0.0288808664259928,"thanks"
"929","no more",23,"2","no",797,0.0288582183186951,"more"
"914","how is",23,"2","how",798,0.0288220551378446,"is"
"676","will never",30,"2","will",1043,0.0287631831255992,"never"
"1274","by and",18,"2","by",626,0.0287539936102236,"and"
"2902","any questions",9,"2","any",313,0.0287539936102236,"questions"
"2903","any time",9,"2","any",313,0.0287539936102236,"time"
"1710","well im",15,"2","well",523,0.0286806883365201,"im"
"1933","did that",13,"2","did",454,0.0286343612334802,"that"
"1598","am the",15,"2","am",524,0.0286259541984733,"the"
"576","do u",33,"2","do",1155,0.0285714285714286,"u"
"3363","could do",8,"2","could",281,0.0284697508896797,"do"
"4657","i was at",7,"3","i was",247,0.0283400809716599,"at"
"2736","oh how",10,"2","oh",353,0.028328611898017,"how"
"1180","back at",19,"2","back",671,0.0283159463487332,"at"
"2787","than that",10,"2","than",354,0.0282485875706215,"that"
"4021","on the way",14,"3","on the",497,0.028169014084507,"way"
"2674","ill check",10,"2","ill",355,0.028169014084507,"check"
"2675","ill just",10,"2","ill",355,0.028169014084507,"just"
"2802","then the",10,"2","then",356,0.0280898876404494,"the"
"102","for me",115,"2","for",4096,0.028076171875,"me"
"3599","say the",8,"2","say",285,0.0280701754385965,"the"
"3600","say we",8,"2","say",285,0.0280701754385965,"we"
"966","great night",22,"2","great",784,0.0280612244897959,"night"
"4167","going to bed",11,"3","going to",392,0.0280612244897959,"bed"
"4685","it was funny",7,"3","it was",250,0.028,"funny"
"3381","ever and",8,"2","ever",286,0.027972027972028,"and"
"2494","should do",11,"2","should",394,0.0279187817258883,"do"
"4857","do you feel",6,"3","do you",216,0.0277777777777778,"feel"
"2011","really want",13,"2","really",469,0.0277185501066098,"want"
"2036","thats when",13,"2","thats",469,0.0277185501066098,"when"
"2068","were in",13,"2","were",470,0.0276595744680851,"in"
"3145","she has",9,"2","she",326,0.0276073619631902,"has"
"987","no i",22,"2","no",797,0.027603513174404,"i"
"968","how was",22,"2","how",798,0.0275689223057644,"was"
"2076","work out",13,"2","work",472,0.0275423728813559,"out"
"2077","work to",13,"2","work",472,0.0275423728813559,"to"
"2963","first day",9,"2","first",328,0.0274390243902439,"day"
"2567","why would",11,"2","why",401,0.027431421446384,"would"
"651","if they",30,"2","if",1095,0.0273972602739726,"they"
"823","from you",25,"2","from",917,0.0272628135223555,"you"
"1498","got me",16,"2","got",587,0.0272572402044293,"me"
"331","at a",50,"2","at",1835,0.0272479564032698,"a"
"2482","off of",11,"2","off",404,0.0272277227722772,"of"
"2483","off work",11,"2","off",404,0.0272277227722772,"work"
"3405","getting in",8,"2","getting",294,0.0272108843537415,"in"
"3406","getting my",8,"2","getting",294,0.0272108843537415,"my"
"3407","getting up",8,"2","getting",294,0.0272108843537415,"up"
"2055","tonight with",13,"2","tonight",478,0.0271966527196653,"with"
"2404","here to",11,"2","here",405,0.0271604938271605,"to"
"3433","hey thanks",8,"2","hey",295,0.0271186440677966,"thanks"
"586","out on",33,"2","out",1220,0.0270491803278689,"on"
"5146","you are my",6,"3","you are",222,0.027027027027027,"my"
"484","we love",38,"2","we",1407,0.0270078180525942,"love"
"578","get me",33,"2","get",1222,0.0270049099836334,"me"
"66","you can",155,"2","you",5740,0.0270034843205575,"can"
"490","but it",37,"2","but",1372,0.0269679300291545,"it"
"347","have no",48,"2","have",1780,0.0269662921348315,"no"
"4225","at the end",10,"3","at the",372,0.0268817204301075,"end"
"626","love that",31,"2","love",1154,0.0268630849220104,"that"
"741","will you",28,"2","will",1043,0.0268456375838926,"you"
"4554","will be the",8,"3","will be",298,0.0268456375838926,"the"
"4555","will be there",8,"3","will be",298,0.0268456375838926,"there"
"620","do this",31,"2","do",1155,0.0268398268398268,"this"
"1032","great job",21,"2","great",784,0.0267857142857143,"job"
"3147","show at",9,"2","show",336,0.0267857142857143,"at"
"3304","always have",8,"2","always",299,0.0267558528428094,"have"
"1733","am going",14,"2","am",524,0.0267175572519084,"going"
"115","is it",102,"2","is",3826,0.0266596968112912,"it"
"3379","down with",8,"2","down",301,0.026578073089701,"with"
"1831","need some",14,"2","need",528,0.0265151515151515,"some"
"1832","need you",14,"2","need",528,0.0265151515151515,"you"
"4180","i love this",11,"3","i love",415,0.0265060240963855,"this"
"557","like you",34,"2","like",1284,0.0264797507788162,"you"
"1939","follow us",13,"2","follow",491,0.0264765784114053,"us"
"1822","make that",14,"2","make",529,0.0264650283553875,"that"
"673","what we",30,"2","what",1140,0.0263157894736842,"we"
"1035","how about",21,"2","how",798,0.0263157894736842,"about"
"1230","or something",19,"2","or",722,0.0263157894736842,"something"
"4535","to see u",8,"3","to see",304,0.0263157894736842,"u"
"503","we were",37,"2","we",1407,0.0262970859985785,"were"
"820","dont you",25,"2","dont",952,0.0262605042016807,"you"
"4199","thanks for all",11,"3","thanks for",421,0.0261282660332542,"all"
"3880","for the next",20,"3","for the",766,0.0261096605744125,"next"
"4924","i just love",6,"3","i just",230,0.0260869565217391,"love"
"4925","i just met",6,"3","i just",230,0.0260869565217391,"met"
"858","about your",24,"2","about",922,0.0260303687635575,"your"
"989","now its",22,"2","now",847,0.025974025974026,"its"
"4473","if you think",8,"3","if you",308,0.025974025974026,"think"
"4900","have to wait",6,"3","have to",231,0.025974025974026,"wait"
"590","was just",33,"2","was",1273,0.025923016496465,"just"
"393","im sure",44,"2","im",1705,0.0258064516129032,"sure"
"1753","cant be",14,"2","cant",544,0.0257352941176471,"be"
"1754","cant stop",14,"2","cant",544,0.0257352941176471,"stop"
"437","just saw",40,"2","just",1556,0.025706940874036,"saw"
"1440","there a",17,"2","there",662,0.0256797583081571,"a"
"1179","as an",19,"2","as",741,0.0256410256410256,"an"
"2299","want it",12,"2","want",468,0.0256410256410256,"it"
"4654","i think it",7,"3","i think",273,0.0256410256410256,"it"
"524","we had",36,"2","we",1407,0.0255863539445629,"had"
"2231","really like",12,"2","really",469,0.0255863539445629,"like"
"2244","thats great",12,"2","thats",469,0.0255863539445629,"great"
"2245","thats it",12,"2","thats",469,0.0255863539445629,"it"
"2246","thats so",12,"2","thats",469,0.0255863539445629,"so"
"4324","for a few",9,"3","for a",352,0.0255681818181818,"few"
"3325","any better",8,"2","any",313,0.0255591054313099,"better"
"1621","got some",15,"2","got",587,0.0255536626916525,"some"
"4241","going to make",10,"3","going to",392,0.0255102040816327,"make"
"3108","oh you",9,"2","oh",353,0.0254957507082153,"you"
"863","can help",24,"2","can",943,0.0254506892895016,"help"
"2316","work in",12,"2","work",472,0.0254237288135593,"in"
"4821","and i just",6,"3","and i",236,0.0254237288135593,"just"
"4822","and i still",6,"3","and i",236,0.0254237288135593,"still"
"4087","to be on",13,"3","to be",512,0.025390625,"on"
"2769","should come",10,"2","should",394,0.0253807106598985,"come"
"1895","who have",14,"2","who",552,0.0253623188405797,"have"
"1896","who i",14,"2","who",552,0.0253623188405797,"i"
"3024","ill do",9,"2","ill",355,0.0253521126760563,"do"
"1355","back and",17,"2","back",671,0.0253353204172876,"and"
"3188","then it",9,"2","then",356,0.0252808988764045,"it"
"2851","way of",10,"2","way",396,0.0252525252525253,"of"
"403","im just",43,"2","im",1705,0.0252199413489736,"just"
"202","on your",72,"2","on",2857,0.0252012600630032,"your"
"2285","tonight is",12,"2","tonight",478,0.0251046025104603,"is"
"5306","thanks for the rts",6,"4","thanks for the",239,0.0251046025104603,"rts"
"1306","new years",18,"2","new",718,0.0250696378830084,"years"
"4464","i have ever",8,"3","i have",320,0.025,"ever"
"901","about how",23,"2","about",922,0.0249457700650759,"how"
"2860","why did",10,"2","why",401,0.0249376558603491,"did"
"2861","why dont",10,"2","why",401,0.0249376558603491,"dont"
"1310","or the",18,"2","or",722,0.0249307479224377,"the"
"811","will get",26,"2","will",1043,0.024928092042186,"get"
"1014","when u",22,"2","when",884,0.0248868778280543,"u"
"2801","them out",10,"2","them",403,0.0248138957816377,"out"
"3890","for the first",19,"3","for the",766,0.0248041775456919,"first"
"4959","in a long",6,"3","in a",242,0.0247933884297521,"long"
"550","but its",34,"2","but",1372,0.0247813411078717,"its"
"1325","they will",18,"2","they",727,0.0247592847317744,"will"
"2614","come and",10,"2","come",405,0.0246913580246914,"and"
"2358","been to",11,"2","been",446,0.0246636771300448,"to"
"2784","still be",10,"2","still",406,0.0246305418719212,"be"
"3569","over it",8,"2","over",325,0.0246153846153846,"it"
"422","are so",41,"2","are",1666,0.024609843937575,"so"
"5116","want to miss",6,"3","want to",244,0.0245901639344262,"miss"
"618","all you",31,"2","all",1261,0.0245836637589215,"you"
"649","get in",30,"2","get",1222,0.0245499181669394,"in"
"1199","go on",19,"2","go",774,0.0245478036175711,"on"
"1430","some new",17,"2","some",693,0.0245310245310245,"new"
"4805","a great idea",6,"3","a great",245,0.0244897959183673,"idea"
"1874","think they",14,"2","think",572,0.0244755244755245,"they"
"2139","follow my",12,"2","follow",491,0.0244399185336049,"my"
"908","can make",23,"2","can",943,0.024390243902439,"make"
"3091","never know",9,"2","never",369,0.024390243902439,"know"
"3092","never let",9,"2","never",369,0.024390243902439,"let"
"1425","see this",17,"2","see",698,0.0243553008595989,"this"
"4943","i was hoping",6,"3","i was",247,0.0242914979757085,"hoping"
"4944","i was like",6,"3","i was",247,0.0242914979757085,"like"
"726","do that",28,"2","do",1155,0.0242424242424242,"that"
"1200","great weekend",19,"2","great",784,0.024234693877551,"weekend"
"2375","did he",11,"2","did",454,0.0242290748898678,"he"
"1567","there for",16,"2","there",662,0.0241691842900302,"for"
"2008","people i",13,"2","people",538,0.0241635687732342,"i"
"4136","on the road",12,"3","on the",497,0.0241448692152917,"road"
"132","is going",92,"2","is",3826,0.0240460010454783,"going"
"133","is so",92,"2","is",3826,0.0240460010454783,"so"
"3580","please rt",8,"2","please",333,0.024024024024024,"rt"
"3581","please tell",8,"2","please",333,0.024024024024024,"tell"
"4977","it was fun",6,"3","it was",250,0.024,"fun"
"4978","it was so",6,"3","it was",250,0.024,"so"
"3003","hope i",9,"2","hope",376,0.023936170212766,"i"
"3004","hope so",9,"2","hope",376,0.023936170212766,"so"
"3005","hope that",9,"2","hope",376,0.023936170212766,"that"
"3006","hope youll",9,"2","hope",376,0.023936170212766,"youll"
"1928","cant even",13,"2","cant",544,0.0238970588235294,"even"
"3608","show the",8,"2","show",336,0.0238095238095238,"the"
"4277","thanks for coming",10,"3","thanks for",421,0.0237529691211401,"coming"
"4278","thanks for your",10,"3","thanks for",421,0.0237529691211401,"your"
"2922","best and",9,"2","best",379,0.0237467018469657,"and"
"2923","best thing",9,"2","best",379,0.0237467018469657,"thing"
"1532","more days",16,"2","more",674,0.0237388724035608,"days"
"689","get on",29,"2","get",1222,0.0237315875613748,"on"
"690","get your",29,"2","get",1222,0.0237315875613748,"your"
"4634","i dont need",7,"3","i dont",295,0.023728813559322,"need"
"4756","to get out",7,"3","to get",295,0.023728813559322,"out"
"825","good day",25,"2","good",1054,0.023719165085389,"day"
"430","so many",41,"2","so",1731,0.02368573079145,"many"
"2060","us a",13,"2","us",549,0.0236794171220401,"a"
"4829","are you at",6,"3","are you",254,0.0236220472440945,"at"
"4830","are you in",6,"3","are you",254,0.0236220472440945,"in"
"4831","are you ready",6,"3","are you",254,0.0236220472440945,"ready"
"1124","now on",20,"2","now",847,0.0236127508854782,"on"
"1882","too i",14,"2","too",593,0.0236087689713322,"i"
"4784","will be back",7,"3","will be",298,0.023489932885906,"back"
"2489","really need",11,"2","really",469,0.023454157782516,"need"
"1472","an email",16,"2","an",683,0.0234260614934114,"email"
"1441","they just",17,"2","they",727,0.0233837689133425,"just"
"1777","he did",14,"2","he",599,0.0233722871452421,"did"
"1778","he doesnt",14,"2","he",599,0.0233722871452421,"doesnt"
"4075","of the best",13,"3","of the",559,0.0232558139534884,"best"
"4076","of the world",13,"3","of the",559,0.0232558139534884,"world"
"4077","of the year",13,"3","of the",559,0.0232558139534884,"year"
"2727","night to",10,"2","night",432,0.0231481481481481,"to"
"959","dont need",22,"2","dont",952,0.023109243697479,"need"
"50","i cant",176,"2","i",7617,0.0231062097938821,"cant"
"2468","much fun",11,"2","much",477,0.0230607966457023,"fun"
"4761","to see if",7,"3","to see",304,0.0230263157894737,"if"
"4762","to see this",7,"3","to see",304,0.0230263157894737,"this"
"2544","tonight and",11,"2","tonight",478,0.0230125523012552,"and"
"681","all your",29,"2","all",1261,0.0229976209357653,"your"
"3432","her to",8,"2","her",348,0.0229885057471264,"to"
"1551","see u",16,"2","see",698,0.0229226361031519,"u"
"1552","see us",16,"2","see",698,0.0229226361031519,"us"
"2097","am a",12,"2","am",524,0.0229007633587786,"a"
"2098","am and",12,"2","am",524,0.0229007633587786,"and"
"3146","should get",9,"2","should",394,0.0228426395939086,"get"
"1223","know who",19,"2","know",832,0.0228365384615385,"who"
"832","if the",25,"2","if",1095,0.0228310502283105,"the"
"957","day i",22,"2","day",966,0.0227743271221532,"i"
"870","good thing",24,"2","good",1054,0.0227703984819734,"thing"
"614","we do",32,"2","we",1407,0.0227434257285004,"do"
"4661","if you can",7,"3","if you",308,0.0227272727272727,"can"
"4662","if you havent",7,"3","if you",308,0.0227272727272727,"havent"
"2199","make your",12,"2","make",529,0.0226843100189036,"your"
"3547","oh no",8,"2","oh",353,0.0226628895184136,"no"
"789","love this",26,"2","love",1154,0.0225303292894281,"this"
"538","just a",35,"2","just",1556,0.0224935732647815,"a"
"3664","then its",8,"2","then",356,0.0224719101123595,"its"
"2381","follow and",11,"2","follow",491,0.0224032586558045,"and"
"3187","them all",9,"2","them",403,0.0223325062034739,"all"
"46","to go",188,"2","to",8421,0.0223251395321221,"go"
"2227","people to",12,"2","people",538,0.0223048327137546,"to"
"211","it to",70,"2","it",3139,0.0223000955718382,"to"
"474","im gonna",38,"2","im",1705,0.0222873900293255,"gonna"
"2397","has an",11,"2","has",494,0.0222672064777328,"an"
"1652","more of",15,"2","more",674,0.0222551928783383,"of"
"2940","come home",9,"2","come",405,0.0222222222222222,"home"
"141","in your",89,"2","in",4007,0.0222111305215872,"your"
"760","out and",27,"2","out",1220,0.0221311475409836,"and"
"56","i will",168,"2","i",7617,0.0220559275305238,"will"
"1444","time with",17,"2","time",771,0.0220492866407263,"with"
"4452","have a nice",8,"3","have a",363,0.0220385674931129,"nice"
"4936","i think my",6,"3","i think",273,0.021978021978022,"my"
"4937","i think of",6,"3","i think",273,0.021978021978022,"of"
"4938","i think they",6,"3","i think",273,0.021978021978022,"they"
"2997","his first",9,"2","his",410,0.0219512195121951,"first"
"2998","his new",9,"2","his",410,0.0219512195121951,"new"
"2999","his own",9,"2","his",410,0.0219512195121951,"own"
"2056","too long",13,"2","too",593,0.0219224283305228,"long"
"4637","i have some",7,"3","i have",320,0.021875,"some"
"2396","happy easter",11,"2","happy",503,0.0218687872763419,"easter"
"2297","us at",12,"2","us",549,0.0218579234972678,"at"
"2298","us in",12,"2","us",549,0.0218579234972678,"in"
"911","good night",23,"2","good",1054,0.0218216318785579,"night"
"1023","day for",21,"2","day",966,0.0217391304347826,"for"
"2308","who came",12,"2","who",552,0.0217391304347826,"came"
"1951","he would",13,"2","he",599,0.0217028380634391,"would"
"1087","about you",20,"2","about",922,0.0216919739696312,"you"
"3525","never get",8,"2","never",369,0.021680216802168,"get"
"2317","would make",12,"2","would",554,0.0216606498194946,"make"
"1669","some great",15,"2","some",693,0.0216450216450216,"great"
"1670","some more",15,"2","some",693,0.0216450216450216,"more"
"1299","know im",18,"2","know",832,0.0216346153846154,"im"
"1575","today in",16,"2","today",742,0.0215633423180593,"in"
"1576","today was",16,"2","today",742,0.0215633423180593,"was"
"1255","when your",19,"2","when",884,0.0214932126696833,"your"
"1664","see if",15,"2","see",698,0.0214899713467049,"if"
"1665","see my",15,"2","see",698,0.0214899713467049,"my"
"143","for your",88,"2","for",4096,0.021484375,"your"
"4202","to be one",11,"3","to be",512,0.021484375,"one"
"500","so good",37,"2","so",1731,0.0213749277874061,"good"
"1414","no problem",17,"2","no",797,0.0213299874529486,"problem"
"2756","really really",10,"2","really",469,0.0213219616204691,"really"
"2791","thats good",10,"2","thats",469,0.0213219616204691,"good"
"796","out with",26,"2","out",1220,0.0213114754098361,"with"
"235","my mom",65,"2","my",3053,0.0212905339010809,"mom"
"3435","hope he",8,"2","hope",376,0.0212765957446809,"he"
"1307","now and",18,"2","now",847,0.0212514757969303,"and"
"399","be on",43,"2","be",2025,0.0212345679012346,"on"
"163","is not",81,"2","is",3826,0.0211709357030842,"not"
"1873","there to",14,"2","there",662,0.0211480362537764,"to"
"685","but not",29,"2","but",1372,0.0211370262390671,"not"
"751","its been",27,"2","its",1278,0.0211267605633803,"been"
"2560","well that",11,"2","well",523,0.0210325047801147,"that"
"1101","dont worry",20,"2","dont",952,0.0210084033613445,"worry"
"916","if its",23,"2","if",1095,0.0210045662100457,"its"
"3273","youre right",9,"2","youre",429,0.020979020979021,"right"
"240","my life",64,"2","my",3053,0.0209629872256797,"life"
"1743","back home",14,"2","back",671,0.0208643815201192,"home"
"4297","to the next",10,"3","to the",480,0.0208333333333333,"next"
"2454","make them",11,"2","make",529,0.0207939508506616,"them"
"2455","make this",11,"2","make",529,0.0207939508506616,"this"
"1827","more i",14,"2","more",674,0.0207715133531157,"i"
"1828","more to",14,"2","more",674,0.0207715133531157,"to"
"850","up at",25,"2","up",1205,0.020746887966805,"at"
"53","to do",174,"2","to",8421,0.0206626291414321,"do"
"1689","they do",15,"2","they",727,0.0206327372764787,"do"
"1690","they get",15,"2","they",727,0.0206327372764787,"get"
"793","not be",26,"2","not",1263,0.0205859065716548,"be"
"154","for my",84,"2","for",4096,0.0205078125,"my"
"3484","last name",8,"2","last",391,0.020460358056266,"name"
"824","get back",25,"2","get",1222,0.0204582651391162,"back"
"2159","got an",12,"2","got",587,0.020442930153322,"an"
"2160","got home",12,"2","got",587,0.020442930153322,"home"
"2161","got you",12,"2","got",587,0.020442930153322,"you"
"4447","going to do",8,"3","going to",392,0.0204081632653061,"do"
"4448","going to sleep",8,"3","going to",392,0.0204081632653061,"sleep"
"1648","lol im",15,"2","lol",736,0.0203804347826087,"im"
"787","its like",26,"2","its",1278,0.0203442879499218,"like"
"4914","i dont wanna",6,"3","i dont",295,0.0203389830508475,"wanna"
"174","of your",78,"2","of",3840,0.0203125,"your"
"3606","should go",8,"2","should",394,0.0203045685279188,"go"
"2369","cant find",11,"2","cant",544,0.0202205882352941,"find"
"2370","cant sleep",11,"2","cant",544,0.0202205882352941,"sleep"
"1699","today at",15,"2","today",742,0.0202156334231806,"at"
"101","you for",116,"2","you",5740,0.0202090592334495,"for"
"3718","way back",8,"2","way",396,0.0202020202020202,"back"
"3719","way more",8,"2","way",396,0.0202020202020202,"more"
"2920","been there",9,"2","been",446,0.0201793721973094,"there"
"489","at home",37,"2","at",1835,0.0201634877384196,"home"
"971","if he",22,"2","if",1095,0.0200913242009132,"he"
"1538","no way",16,"2","no",797,0.0200752823086575,"way"
"249","it out",63,"2","it",3139,0.0200700860146543,"out"
"505","your life",37,"2","your",1845,0.0200542005420054,"life"
"1504","how long",16,"2","how",798,0.0200501253132832,"long"
"1505","how the",16,"2","how",798,0.0200501253132832,"the"
"2550","us your",11,"2","us",549,0.0200364298724954,"your"
"2165","he got",12,"2","he",599,0.0200333889816361,"got"
"1189","dont be",19,"2","dont",952,0.0199579831932773,"be"
"1190","dont wanna",19,"2","dont",952,0.0199579831932773,"wanna"
"3740","why cant",8,"2","why",401,0.0199501246882793,"cant"
"3741","why they",8,"2","why",401,0.0199501246882793,"they"
"555","im in",34,"2","im",1705,0.019941348973607,"in"
"922","love u",23,"2","love",1154,0.0199306759098787,"u"
"2566","who will",11,"2","who",552,0.0199275362318841,"will"
"740","we all",28,"2","we",1407,0.0199004975124378,"all"
"4603","for a new",7,"3","for a",352,0.0198863636363636,"new"
"4604","for a reason",7,"3","for a",352,0.0198863636363636,"reason"
"2648","happy monday",10,"2","happy",503,0.0198807157057654,"monday"
"3661","them but",8,"2","them",403,0.0198511166253102,"but"
"3662","them up",8,"2","them",403,0.0198511166253102,"up"
"3663","them with",8,"2","them",403,0.0198511166253102,"with"
"573","are going",33,"2","are",1666,0.0198079231692677,"going"
"3545","off all",8,"2","off",404,0.0198019801980198,"all"
"3546","off for",8,"2","off",404,0.0198019801980198,"for"
"3360","come over",8,"2","come",405,0.0197530864197531,"over"
"3557","only have",8,"2","only",405,0.0197530864197531,"have"
"3558","only if",8,"2","only",405,0.0197530864197531,"if"
"3559","only in",8,"2","only",405,0.0197530864197531,"in"
"3560","only person",8,"2","only",405,0.0197530864197531,"person"
"3561","only thing",8,"2","only",405,0.0197530864197531,"thing"
"3562","only way",8,"2","only",405,0.0197530864197531,"way"
"3923","in the middle",17,"3","in the",861,0.0197444831591173,"middle"
"5092","to see my",6,"3","to see",304,0.0197368421052632,"my"
"5093","to see some",6,"3","to see",304,0.0197368421052632,"some"
"3619","still the",8,"2","still",406,0.0197044334975369,"the"
"68","i want",150,"2","i",7617,0.0196927924379677,"want"
"2157","going well",12,"2","going",610,0.019672131147541,"well"
"1186","day is",19,"2","day",966,0.0196687370600414,"is"
"561","so excited",34,"2","so",1731,0.0196418255343732,"excited"
"867","get my",24,"2","get",1222,0.0196399345335516,"my"
"43","the best",192,"2","the",9784,0.0196238757154538,"best"
"1232","rt rt",19,"2","rt",969,0.0196078431372549,"rt"
"1233","rt this",19,"2","rt",969,0.0196078431372549,"this"
"288","on twitter",56,"2","on",2857,0.0196009800490024,"twitter"
"79","a lot",128,"2","a",6533,0.0195928363692025,"lot"
"3964","for the support",15,"3","for the",766,0.0195822454308094,"support"
"4289","to be so",10,"3","to be",512,0.01953125,"so"
"1262","about this",18,"2","about",922,0.0195227765726681,"this"
"4951","if you ever",6,"3","if you",308,0.0194805194805195,"ever"
"4952","if you follow",6,"3","if you",308,0.0194805194805195,"follow"
"839","like im",25,"2","like",1284,0.0194704049844237,"im"
"264","it in",61,"2","it",3139,0.0194329404268875,"in"
"1012","what to",22,"2","what",1140,0.0192982456140351,"to"
"1995","more followers",13,"2","more",674,0.0192878338278932,"followers"
"4623","have a lot",7,"3","have a",363,0.0192837465564738,"lot"
"4624","have a wonderful",7,"3","have a",363,0.0192837465564738,"wonderful"
"195","of you",74,"2","of",3840,0.0192708333333333,"you"
"450","be there",39,"2","be",2025,0.0192592592592593,"there"
"1458","when people",17,"2","when",884,0.0192307692307692,"people"
"1459","when she",17,"2","when",884,0.0192307692307692,"she"
"1518","know its",16,"2","know",832,0.0192307692307692,"its"
"2530","think it",11,"2","think",572,0.0192307692307692,"it"
"2531","think we",11,"2","think",572,0.0192307692307692,"we"
"3228","want some",9,"2","want",468,0.0192307692307692,"some"
"3229","want the",9,"2","want",468,0.0192307692307692,"the"
"3134","really is",9,"2","really",469,0.0191897654584222,"is"
"1156","will make",20,"2","will",1043,0.0191754554170662,"make"
"2119","by my",12,"2","by",626,0.0191693290734824,"my"
"2853","well as",10,"2","well",523,0.0191204588910134,"as"
"529","at work",35,"2","at",1835,0.0190735694822888,"work"
"2988","had some",9,"2","had",472,0.0190677966101695,"some"
"3250","work for",9,"2","work",472,0.0190677966101695,"for"
"3251","work is",9,"2","work",472,0.0190677966101695,"is"
"981","love my",22,"2","love",1154,0.0190641247833622,"my"
