"","ngram","freq","length","less1gram","less1gram_freq","hit_rate","suggest"
"3940","department of",22,"2","department",68,0.323529411764706,"of"
"9379","wore a",11,"2","wore",34,0.323529411764706,"a"
"16147","down on the",11,"3","down on",34,0.323529411764706,"the"
"16214","in so many",11,"3","in so",34,0.323529411764706,"many"
"21488","the only one who",11,"4","the only one",34,0.323529411764706,"who"
"14587","it may be",21,"3","it may",65,0.323076923076923,"be"
"10092","principles of",10,"2","principles",31,0.32258064516129,"of"
"16509","back at the",10,"3","back at",31,0.32258064516129,"the"
"16536","could see the",10,"3","could see",31,0.32258064516129,"the"
"16735","on its own",10,"3","on its",31,0.32258064516129,"own"
"21552","the next few days",10,"4","the next few",31,0.32258064516129,"days"
"14020","to look at",38,"3","to look",118,0.322033898305085,"at"
"1628","despite the",46,"2","despite",143,0.321678321678322,"the"
"1666","difficult to",45,"2","difficult",140,0.321428571428571,"to"
"14308","to talk to",27,"3","to talk",84,0.321428571428571,"to"
"10824","catholic church",9,"2","catholic",28,0.321428571428571,"church"
"11441","reflect on",9,"2","reflect",28,0.321428571428571,"on"
"16963","and yes i",9,"3","and yes",28,0.321428571428571,"i"
"17065","here we go",9,"3","here we",28,0.321428571428571,"go"
"17355","the key to",9,"3","the key",28,0.321428571428571,"to"
"21594","have no idea how",9,"4","have no idea",28,0.321428571428571,"how"
"21631","the form of a",9,"4","the form of",28,0.321428571428571,"a"
"2308","begin to",34,"2","begin",106,0.320754716981132,"to"
"14953","known as the",17,"3","known as",53,0.320754716981132,"the"
"2555","salt and",32,"2","salt",100,0.32,"and"
"14127","know how to",32,"3","know how",100,0.32,"to"
"15144","with one of",16,"3","with one",50,0.32,"of"
"17576","and because of",8,"3","and because",25,0.32,"of"
"17728","friend and i",8,"3","friend and",25,0.32,"i"
"17761","have always been",8,"3","have always",25,0.32,"been"
"17934","just for the",8,"3","just for",25,0.32,"the"
"17938","knew it was",8,"3","knew it",25,0.32,"was"
"18053","on sale for",8,"3","on sale",25,0.32,"for"
"18155","the board of",8,"3","the board",25,0.32,"of"
"18190","the results of",8,"3","the results",25,0.32,"of"
"18207","their way to",8,"3","their way",25,0.32,"to"
"18349","what will happen",8,"3","what will",25,0.32,"happen"
"18359","whether it be",8,"3","whether it",25,0.32,"be"
"18363","why is it",8,"3","why is",25,0.32,"it"
"21684","and there is no",8,"4","and there is",25,0.32,"no"
"21802","there were a lot",8,"4","there were a",25,0.32,"lot"
"15169","come out of",15,"3","come out",47,0.319148936170213,"of"
"15170","compared to the",15,"3","compared to",47,0.319148936170213,"the"
"15249","pick up a",15,"3","pick up",47,0.319148936170213,"a"
"3911","afraid of",22,"2","afraid",69,0.318840579710145,"of"
"1838","result of",42,"2","result",132,0.318181818181818,"of"
"14248","it on the",28,"3","it on",88,0.318181818181818,"the"
"21383","i thought i would",14,"4","i thought i",44,0.318181818181818,"would"
"18523","are about to",7,"3","are about",22,0.318181818181818,"to"
"18622","corner of the",7,"3","corner of",22,0.318181818181818,"the"
"18742","home for a",7,"3","home for",22,0.318181818181818,"a"
"18746","how does this",7,"3","how does",22,0.318181818181818,"this"
"18946","just say that",7,"3","just say",22,0.318181818181818,"that"
"19041","now for the",7,"3","now for",22,0.318181818181818,"the"
"19125","period of time",7,"3","period of",22,0.318181818181818,"time"
"19133","post on the",7,"3","post on",22,0.318181818181818,"the"
"19261","the look of",7,"3","the look",22,0.318181818181818,"of"
"19319","there with the",7,"3","there with",22,0.318181818181818,"the"
"19398","to return to",7,"3","to return",22,0.318181818181818,"to"
"19508","who came to",7,"3","who came",22,0.318181818181818,"to"
"19528","with friends and",7,"3","with friends",22,0.318181818181818,"and"
"19558","you as a",7,"3","you as",22,0.318181818181818,"a"
"21992","the university of chicago",7,"4","the university of",22,0.318181818181818,"chicago"
"22016","when i got home",7,"4","when i got",22,0.318181818181818,"home"
"22025","you have any questions",7,"4","you have any",22,0.318181818181818,"questions"
"4505","shouldnt be",20,"2","shouldnt",63,0.317460317460317,"be"
"14654","if there is",20,"3","if there",63,0.317460317460317,"is"
"7261","forgot to",13,"2","forgot",41,0.317073170731707,"to"
"15512","and can be",13,"3","and can",41,0.317073170731707,"be"
"15720","to continue to",13,"3","to continue",41,0.317073170731707,"to"
"13890","because of the",56,"3","because of",177,0.31638418079096,"the"
"2625","happens to",31,"2","happens",98,0.316326530612245,"to"
"862","group of",79,"2","group",250,0.316,"of"
"14848","no idea what",18,"3","no idea",57,0.315789473684211,"what"
"8273","surface of",12,"2","surface",38,0.315789473684211,"of"
"15805","attention to the",12,"3","attention to",38,0.315789473684211,"the"
"19594","a film about",6,"3","a film",19,0.315789473684211,"about"
"19607","a means of",6,"3","a means",19,0.315789473684211,"of"
"19651","all around the",6,"3","all around",19,0.315789473684211,"the"
"19725","arrived in the",6,"3","arrived in",19,0.315789473684211,"the"
"19772","be great if",6,"3","be great",19,0.315789473684211,"if"
"19825","but these are",6,"3","but these",19,0.315789473684211,"are"
"19867","details of the",6,"3","details of",19,0.315789473684211,"the"
"19931","feeling a bit",6,"3","feeling a",19,0.315789473684211,"bit"
"19938","first in a",6,"3","first in",19,0.315789473684211,"a"
"20074","he should be",6,"3","he should",19,0.315789473684211,"be"
"20469","much in the",6,"3","much in",19,0.315789473684211,"the"
"20628","or as a",6,"3","or as",19,0.315789473684211,"a"
"20655","pleased with the",6,"3","pleased with",19,0.315789473684211,"the"
"20874","the reasons i",6,"3","the reasons",19,0.315789473684211,"i"
"20934","they look like",6,"3","they look",19,0.315789473684211,"like"
"22183","it is also the",6,"4","it is also",19,0.315789473684211,"the"
"22191","it was like a",6,"4","it was like",19,0.315789473684211,"a"
"22203","love to hear your",6,"4","love to hear",19,0.315789473684211,"your"
"22237","so i had to",6,"4","so i had",19,0.315789473684211,"to"
"14076","down to the",34,"3","down to",108,0.314814814814815,"the"
"5337","increase in",17,"2","increase",54,0.314814814814815,"in"
"21288","a bit of a",33,"4","a bit of",105,0.314285714285714,"a"
"8678","comparison to",11,"2","comparison",35,0.314285714285714,"to"
"8738","favor of",11,"2","favor",35,0.314285714285714,"of"
"16290","other day i",11,"3","other day",35,0.314285714285714,"i"
"16360","them on the",11,"3","them on",35,0.314285714285714,"the"
"21489","the other day i",11,"4","the other day",35,0.314285714285714,"i"
"14280","front of the",27,"3","front of",86,0.313953488372093,"the"
"6316","stamped the",15,"2","stamped",48,0.3125,"the"
"15232","nature of the",15,"3","nature of",48,0.3125,"the"
"9672","description of",10,"2","description",32,0.3125,"of"
"9870","impression that",10,"2","impression",32,0.3125,"that"
"16470","also have a",10,"3","also have",32,0.3125,"a"
"16502","are to be",10,"3","are to",32,0.3125,"be"
"16692","made in the",10,"3","made in",32,0.3125,"the"
"16709","next few days",10,"3","next few",32,0.3125,"days"
"16775","the art of",10,"3","the art",32,0.3125,"of"
"16786","the head of",10,"3","the head",32,0.3125,"of"
"22342","about an hour and",5,"4","about an hour",16,0.3125,"and"
"22352","and i could not",5,"4","and i could",16,0.3125,"not"
"22393","but i know that",5,"4","but i know",16,0.3125,"that"
"22474","i do have a",5,"4","i do have",16,0.3125,"a"
"22482","i dont really have",5,"4","i dont really",16,0.3125,"have"
"22587","know that i am",5,"4","know that i",16,0.3125,"am"
"22668","that they will be",5,"4","that they will",16,0.3125,"be"
"22707","the quality of the",5,"4","the quality of",16,0.3125,"the"
"22828","you so much for",5,"4","you so much",16,0.3125,"for"
"14757","more about the",19,"3","more about",61,0.311475409836066,"the"
"2410","helped me",33,"2","helped",106,0.311320754716981,"me"
"14105","seem to be",33,"3","seem to",106,0.311320754716981,"be"
"2997","nuclear power",28,"2","nuclear",90,0.311111111111111,"power"
"6903","tale of",14,"2","tale",45,0.311111111111111,"of"
"7017","unlike the",14,"2","unlike",45,0.311111111111111,"the"
"14478","more of a",23,"3","more of",74,0.310810810810811,"a"
"14877","time of year",18,"3","time of",58,0.310344827586207,"year"
"17020","course of the",9,"3","course of",29,0.310344827586207,"the"
"17028","done in the",9,"3","done in",29,0.310344827586207,"the"
"17152","interesting to see",9,"3","interesting to",29,0.310344827586207,"see"
"17217","mom and i",9,"3","mom and",29,0.310344827586207,"i"
"17292","rid of the",9,"3","rid of",29,0.310344827586207,"the"
"17415","to break the",9,"3","to break",29,0.310344827586207,"the"
"17480","well with the",9,"3","well with",29,0.310344827586207,"the"
"21616","of the things i",9,"4","of the things",29,0.310344827586207,"i"
"15527","and went to",13,"3","and went",42,0.30952380952381,"to"
"21411","in the next few",13,"4","in the next",42,0.30952380952381,"few"
"2738","ice cream",30,"2","ice",97,0.309278350515464,"cream"
"218","such a",205,"2","such",664,0.308734939759036,"a"
"3509","youd like",25,"2","youd",81,0.308641975308642,"like"
"2837","hoping to",29,"2","hoping",94,0.308510638297872,"to"
"14037","will have to",37,"3","will have",120,0.308333333333333,"to"
"2953","caught up",28,"2","caught",91,0.307692307692308,"up"
"7821","amongst the",12,"2","amongst",39,0.307692307692308,"the"
"8156","noted that",12,"2","noted",39,0.307692307692308,"that"
"8229","reminded me",12,"2","reminded",39,0.307692307692308,"me"
"15892","is like a",12,"3","is like",39,0.307692307692308,"a"
"15899","it if you",12,"3","it if",39,0.307692307692308,"you"
"15986","the days of",12,"3","the days",39,0.307692307692308,"of"
"16008","they should be",12,"3","they should",39,0.307692307692308,"be"
"16043","to wait for",12,"3","to wait",39,0.307692307692308,"for"
"21433","have to say that",12,"4","have to say",39,0.307692307692308,"that"
"12431","explains the",8,"2","explains",26,0.307692307692308,"the"
"12697","introduce you",8,"2","introduce",26,0.307692307692308,"you"
"13145","replaced with",8,"2","replaced",26,0.307692307692308,"with"
"17620","as some of",8,"3","as some",26,0.307692307692308,"of"
"17740","getting to know",8,"3","getting to",26,0.307692307692308,"know"
"17784","how did you",8,"3","how did",26,0.307692307692308,"you"
"17971","lot more than",8,"3","lot more",26,0.307692307692308,"than"
"18083","put together a",8,"3","put together",26,0.307692307692308,"a"
"18142","that most of",8,"3","that most",26,0.307692307692308,"of"
"18177","the late s",8,"3","the late",26,0.307692307692308,"s"
"18296","today is the",8,"3","today is",26,0.307692307692308,"the"
"14058","any of the",35,"3","any of",114,0.307017543859649,"the"
"6087","determined to",15,"2","determined",49,0.306122448979592,"to"
"15202","i wont be",15,"3","i wont",49,0.306122448979592,"be"
"8685","continuing to",11,"2","continuing",36,0.305555555555556,"to"
"16168","he does not",11,"3","he does",36,0.305555555555556,"not"
"16322","that said i",11,"3","that said",36,0.305555555555556,"i"
"16441","you find yourself",11,"3","you find",36,0.305555555555556,"yourself"
"21468","by the time i",11,"4","by the time",36,0.305555555555556,"i"
"21502","you know what i",11,"4","you know what",36,0.305555555555556,"i"
"2179","interest in",36,"2","interest",118,0.305084745762712,"in"
"14849","not in the",18,"3","not in",59,0.305084745762712,"the"
"21341","i have no idea",18,"4","i have no",59,0.305084745762712,"idea"
"13904","i hope you",53,"3","i hope",174,0.304597701149425,"you"
"6841","presence of",14,"2","presence",46,0.304347826086957,"of"
"15436","something like that",14,"3","something like",46,0.304347826086957,"that"
"18413","a guy who",7,"3","a guy",23,0.304347826086957,"who"
"18525","are looking at",7,"3","are looking",23,0.304347826086957,"at"
"18547","at school and",7,"3","at school",23,0.304347826086957,"and"
"18580","book in the",7,"3","book in",23,0.304347826086957,"the"
"18631","days ago i",7,"3","days ago",23,0.304347826086957,"i"
"18700","got up and",7,"3","got up",23,0.304347826086957,"and"
"18732","he looked at",7,"3","he looked",23,0.304347826086957,"at"
"18846","in more than",7,"3","in more",23,0.304347826086957,"than"
"19026","new to the",7,"3","new to",23,0.304347826086957,"the"
"19106","one with the",7,"3","one with",23,0.304347826086957,"the"
"19153","sent me a",7,"3","sent me",23,0.304347826086957,"a"
"19212","that should be",7,"3","that should",23,0.304347826086957,"be"
"19291","the sentiment is",7,"3","the sentiment",23,0.304347826086957,"is"
"21839","a lot more than",7,"4","a lot more",23,0.304347826086957,"than"
"21946","needless to say i",7,"4","needless to say",23,0.304347826086957,"i"
"22013","was the first time",7,"4","was the first",23,0.304347826086957,"time"
"13931","go to the",48,"3","go to",158,0.30379746835443,"the"
"5374","memories of",17,"2","memories",56,0.303571428571429,"of"
"14985","the work of",17,"3","the work",56,0.303571428571429,"of"
"14644","have you ever",20,"3","have you",66,0.303030303030303,"ever"
"9693","drugs and",10,"2","drugs",33,0.303030303030303,"and"
"9701","episodes of",10,"2","episodes",33,0.303030303030303,"of"
"10148","selection of",10,"2","selection",33,0.303030303030303,"of"
"16708","name of the",10,"3","name of",33,0.303030303030303,"the"
"16899","years i have",10,"3","years i",33,0.303030303030303,"have"
"7287","guilty of",13,"2","guilty",43,0.302325581395349,"of"
"15536","be on the",13,"3","be on",43,0.302325581395349,"the"
"15669","that as a",13,"3","that as",43,0.302325581395349,"a"
"15730","to sit down",13,"3","to sit",43,0.302325581395349,"down"
"293","does not",171,"2","does",566,0.302120141342756,"not"
"14217","out in the",29,"3","out in",96,0.302083333333333,"the"
"15137","up at the",16,"3","up at",53,0.30188679245283,"the"
"2040","attention to",38,"2","attention",126,0.301587301587302,"to"
"13955","according to the",44,"3","according to",146,0.301369863013699,"the"
"14544","the process of",22,"3","the process",73,0.301369863013699,"of"
"14161","with all the",31,"3","with all",103,0.300970873786408,"the"
"14074","back in the",34,"3","back in",113,0.300884955752212,"the"
"2172","except for",36,"2","except",120,0.3,"for"
"6107","federal government",15,"2","federal",50,0.3,"government"
"15840","him in the",12,"3","him in",40,0.3,"the"
"15923","make up for",12,"3","make up",40,0.3,"for"
"16066","who i am",12,"3","who i",40,0.3,"am"
"16074","you go to",12,"3","you go",40,0.3,"to"
"10627","accounts of",9,"2","accounts",30,0.3,"of"
"10790","bothered to",9,"2","bothered",30,0.3,"to"
"16998","been working on",9,"3","been working",30,0.3,"on"
"17223","much about the",9,"3","much about",30,0.3,"the"
"17398","this as a",9,"3","this as",30,0.3,"a"
"21593","go back to the",9,"4","go back to",30,0.3,"the"
"19841","cant do it",6,"3","cant do",20,0.3,"it"
"19862","day on the",6,"3","day on",20,0.3,"the"
"20220","im glad i",6,"3","im glad",20,0.3,"i"
"20347","it there are",6,"3","it there",20,0.3,"are"
"20626","only in the",6,"3","only in",20,0.3,"the"
"20651","path of the",6,"3","path of",20,0.3,"the"
"20672","really have a",6,"3","really have",20,0.3,"a"
"20759","tells me that",6,"3","tells me",20,0.3,"that"
"20891","the stuff that",6,"3","the stuff",20,0.3,"that"
"21060","to someone who",6,"3","to someone",20,0.3,"who"
"21103","understanding of the",6,"3","understanding of",20,0.3,"the"
"21121","waiting to be",6,"3","waiting to",20,0.3,"be"
"21144","was probably the",6,"3","was probably",20,0.3,"the"
"21156","we believe that",6,"3","we believe",20,0.3,"that"
"21187","whats the point",6,"3","whats the",20,0.3,"point"
"22117","how to do it",6,"4","how to do",20,0.3,"it"
"22124","i could do it",6,"4","i could do",20,0.3,"it"
"22174","in the right direction",6,"4","in the right",20,0.3,"direction"
"22185","it looks like a",6,"4","it looks like",20,0.3,"a"
"3297","plans to",26,"2","plans",87,0.298850574712644,"to"
"5270","enjoying the",17,"2","enjoying",57,0.298245614035088,"the"
"14900","all in all",17,"3","all in",57,0.298245614035088,"all"
"2989","levels of",28,"2","levels",94,0.297872340425532,"of"
"14268","to tell you",28,"3","to tell",94,0.297872340425532,"you"
"6625","dressed in",14,"2","dressed",47,0.297872340425532,"in"
"15490","which will be",14,"3","which will",47,0.297872340425532,"be"
"1969","among the",39,"2","among",131,0.297709923664122,"the"
"14052","that would be",36,"3","that would",121,0.297520661157025,"be"
"3936","corner of",22,"2","corner",74,0.297297297297297,"of"
"8730","essential to",11,"2","essential",37,0.297297297297297,"to"
"16128","be honest i",11,"3","be honest",37,0.297297297297297,"i"
"16307","she did not",11,"3","she did",37,0.297297297297297,"not"
"16342","the month of",11,"3","the month",37,0.297297297297297,"of"
"1426","ways to",52,"2","ways",175,0.297142857142857,"to"
"148","through the",281,"2","through",946,0.297040169133192,"the"
"14756","me with a",19,"3","me with",64,0.296875,"a"
"3538","continued to",24,"2","continued",81,0.296296296296296,"to"
"3589","lead to",24,"2","lead",81,0.296296296296296,"to"
"12561","hated it",8,"2","hated",27,0.296296296296296,"it"
"12699","invited to",8,"2","invited",27,0.296296296296296,"to"
"12868","motivation to",8,"2","motivation",27,0.296296296296296,"to"
"12999","onions and",8,"2","onions",27,0.296296296296296,"and"
"13066","phase of",8,"2","phase",27,0.296296296296296,"of"
"13173","select the",8,"2","select",27,0.296296296296296,"the"
"13275","stronger than",8,"2","stronger",27,0.296296296296296,"than"
"17578","and here is",8,"3","and here",27,0.296296296296296,"is"
"17738","get up and",8,"3","get up",27,0.296296296296296,"and"
"18050","on in the",8,"3","on in",27,0.296296296296296,"the"
"18106","similar to the",8,"3","similar to",27,0.296296296296296,"the"
"18117","sounds like a",8,"3","sounds like",27,0.296296296296296,"a"
"18339","well it was",8,"3","well it",27,0.296296296296296,"was"
"21768","over the past few",8,"4","over the past",27,0.296296296296296,"few"
"21797","the size of a",8,"4","the size of",27,0.296296296296296,"a"
"21798","the size of the",8,"4","the size of",27,0.296296296296296,"the"
"21830","you dont have to",8,"4","you dont have",27,0.296296296296296,"to"
"3337","update as",26,"2","update",88,0.295454545454545,"as"
"13773","out of the",184,"3","out of",623,0.295345104333868,"the"
"14876","thought i would",18,"3","thought i",61,0.295081967213115,"would"
"14490","time in the",23,"3","time in",78,0.294871794871795,"the"
"6086","described as",15,"2","described",51,0.294117647058824,"as"
"15231","must have been",15,"3","must have",51,0.294117647058824,"been"
"9634","celebration of",10,"2","celebration",34,0.294117647058824,"of"
"16544","do in the",10,"3","do in",34,0.294117647058824,"the"
"16624","if this is",10,"3","if this",34,0.294117647058824,"is"
"22502","i told him i",5,"4","i told him",17,0.294117647058824,"i"
"22591","know what to say",5,"4","know what to",17,0.294117647058824,"say"
"22593","leave a comment and",5,"4","leave a comment",17,0.294117647058824,"and"
"22638","reminds me of the",5,"4","reminds me of",17,0.294117647058824,"the"
"22660","thank you to everyone",5,"4","thank you to",17,0.294117647058824,"everyone"
"22766","to pick up a",5,"4","to pick up",17,0.294117647058824,"a"
"22767","to pick up the",5,"4","to pick up",17,0.294117647058824,"the"
"22795","what are you doing",5,"4","what are you",17,0.294117647058824,"doing"
"3965","holy spirit",22,"2","holy",75,0.293333333333333,"spirit"
"14982","the ones that",17,"3","the ones",58,0.293103448275862,"that"
"7872","benefits of",12,"2","benefits",41,0.292682926829268,"of"
"15789","and those who",12,"3","and those",41,0.292682926829268,"who"
"16050","us in the",12,"3","us in",41,0.292682926829268,"the"
"21315","was going to be",21,"4","was going to",72,0.291666666666667,"be"
"6894","stir in",14,"2","stir",48,0.291666666666667,"in"
"15400","it at the",14,"3","it at",48,0.291666666666667,"the"
"18581","born in the",7,"3","born in",24,0.291666666666667,"the"
"18607","cant get enough",7,"3","cant get",24,0.291666666666667,"enough"
"18630","day when i",7,"3","day when",24,0.291666666666667,"i"
"18702","grew up in",7,"3","grew up",24,0.291666666666667,"in"
"18712","has already been",7,"3","has already",24,0.291666666666667,"been"
"18713","has come to",7,"3","has come",24,0.291666666666667,"to"
"18891","is known as",7,"3","is known",24,0.291666666666667,"as"
"18954","knowledge of the",7,"3","knowledge of",24,0.291666666666667,"the"
"18982","me back to",7,"3","me back",24,0.291666666666667,"to"
"19003","more like a",7,"3","more like",24,0.291666666666667,"a"
"19019","my love for",7,"3","my love",24,0.291666666666667,"for"
"19310","then there are",7,"3","then there",24,0.291666666666667,"are"
"19327","thing in the",7,"3","thing in",24,0.291666666666667,"the"
"19531","with people who",7,"3","with people",24,0.291666666666667,"who"
"19536","with those who",7,"3","with those",24,0.291666666666667,"who"
"21869","dont know if i",7,"4","dont know if",24,0.291666666666667,"i"
"21957","so that i can",7,"4","so that i",24,0.291666666666667,"can"
"21958","so that i could",7,"4","so that i",24,0.291666666666667,"could"
"14010","that there are",39,"3","that there",134,0.291044776119403,"are"
"14388","think it is",25,"3","think it",86,0.290697674418605,"is"
"21337","are going to be",18,"4","are going to",62,0.290322580645161,"be"
"10814","capacity to",9,"2","capacity",31,0.290322580645161,"to"
"11396","permission to",9,"2","permission",31,0.290322580645161,"to"
"11568","surrounding the",9,"2","surrounding",31,0.290322580645161,"the"
"17222","move on to",9,"3","move on",31,0.290322580645161,"to"
"17320","than it is",9,"3","than it",31,0.290322580645161,"is"
"17418","to catch up",9,"3","to catch",31,0.290322580645161,"up"
"17485","what happens to",9,"3","what happens",31,0.290322580645161,"to"
"21591","for all of us",9,"4","for all of",31,0.290322580645161,"us"
"21611","is the first time",9,"4","is the first",31,0.290322580645161,"time"
"4389","decide to",20,"2","decide",69,0.289855072463768,"to"
"14670","only a few",20,"3","only a",69,0.289855072463768,"few"
"374","bit of",144,"2","bit",497,0.289738430583501,"of"
"14147","here are some",31,"3","here are",107,0.289719626168224,"some"
"3973","impact on",22,"2","impact",76,0.289473684210526,"on"
"8631","bin laden",11,"2","bin",38,0.289473684210526,"laden"
"9136","structure of",11,"2","structure",38,0.289473684210526,"of"
"7509","percent of",13,"2","percent",45,0.288888888888889,"of"
"6198","joined the",15,"2","joined",52,0.288461538461538,"the"
"6461","wondering if",15,"2","wondering",52,0.288461538461538,"if"
"15176","figure out what",15,"3","figure out",52,0.288461538461538,"what"
"1109","within the",64,"2","within",222,0.288288288288288,"the"
"14971","place in the",17,"3","place in",59,0.288135593220339,"the"
"4771","risk of",19,"2","risk",66,0.287878787878788,"of"
"14779","those of us",19,"3","those of",66,0.287878787878788,"us"
"1631","excited to",46,"2","excited",160,0.2875,"to"
"997","list of",70,"2","list",244,0.286885245901639,"of"
"13938","i feel like",47,"3","i feel",164,0.286585365853659,"like"
"358","went to",152,"2","went",531,0.286252354048964,"to"
"14526","in any way",22,"3","in any",77,0.285714285714286,"way"
"4373","bake for",20,"2","bake",70,0.285714285714286,"for"
"4508","smell of",20,"2","smell",70,0.285714285714286,"of"
"4557","understanding of",20,"2","understanding",70,0.285714285714286,"of"
"7040","wave of",14,"2","wave",49,0.285714285714286,"of"
"15493","work in the",14,"3","work in",49,0.285714285714286,"the"
"15927","me so much",12,"3","me so",42,0.285714285714286,"much"
"9673","destroy the",10,"2","destroy",35,0.285714285714286,"the"
"9785","harm to",10,"2","harm",35,0.285714285714286,"to"
"10008","northern ireland",10,"2","northern",35,0.285714285714286,"ireland"
"10101","reaching the",10,"2","reaching",35,0.285714285714286,"the"
"16887","will also be",10,"3","will also",35,0.285714285714286,"be"
"12445","fees by",8,"2","fees",28,0.285714285714286,"by"
"17644","being in the",8,"3","being in",28,0.285714285714286,"the"
"17718","first day of",8,"3","first day",28,0.285714285714286,"of"
"17729","from all the",8,"3","from all",28,0.285714285714286,"the"
"17883","is made up",8,"3","is made",28,0.285714285714286,"up"
"17897","it came to",8,"3","it came",28,0.285714285714286,"to"
"17958","like they were",8,"3","like they",28,0.285714285714286,"were"
"18109","size of a",8,"3","size of",28,0.285714285714286,"a"
"18110","size of the",8,"3","size of",28,0.285714285714286,"the"
"18127","taking the time",8,"3","taking the",28,0.285714285714286,"time"
"18234","this may be",8,"3","this may",28,0.285714285714286,"be"
"19588","a degree in",6,"3","a degree",21,0.285714285714286,"in"
"19655","also has a",6,"3","also has",21,0.285714285714286,"a"
"19714","anything to do",6,"3","anything to",21,0.285714285714286,"do"
"19771","be given to",6,"3","be given",21,0.285714285714286,"to"
"19817","but rather a",6,"3","but rather",21,0.285714285714286,"a"
"19845","changes in the",6,"3","changes in",21,0.285714285714286,"the"
"20120","i chose to",6,"3","i chose",21,0.285714285714286,"to"
"20245","in in the",6,"3","in in",21,0.285714285714286,"the"
"20445","me because i",6,"3","me because",21,0.285714285714286,"i"
"20446","me how to",6,"3","me how",21,0.285714285714286,"to"
"20481","my name is",6,"3","my name",21,0.285714285714286,"is"
"20631","or on a",6,"3","or on",21,0.285714285714286,"a"
"20637","out by the",6,"3","out by",21,0.285714285714286,"the"
"20695","sent to the",6,"3","sent to",21,0.285714285714286,"the"
"20708","sit down and",6,"3","sit down",21,0.285714285714286,"and"
"20894","the taste of",6,"3","the taste",21,0.285714285714286,"of"
"21001","to clean up",6,"3","to clean",21,0.285714285714286,"up"
"21042","to prepare for",6,"3","to prepare",21,0.285714285714286,"for"
"21094","too late to",6,"3","too late",21,0.285714285714286,"to"
"21201","which means that",6,"3","which means",21,0.285714285714286,"that"
"22040","all of this is",6,"4","all of this",21,0.285714285714286,"is"
"22065","be a good thing",6,"4","be a good",21,0.285714285714286,"thing"
"22102","get back to you",6,"4","get back to",21,0.285714285714286,"you"
"22135","i felt like it",6,"4","i felt like",21,0.285714285714286,"it"
"22179","is so much to",6,"4","is so much",21,0.285714285714286,"to"
"22255","the face of the",6,"4","the face of",21,0.285714285714286,"the"
"22299","wanted to make a",6,"4","wanted to make",21,0.285714285714286,"a"
"22310","when you have a",6,"4","when you have",21,0.285714285714286,"a"
"22318","would love to hear",6,"4","would love to",21,0.285714285714286,"hear"
"13799","a bit of",105,"3","a bit",369,0.284552845528455,"of"
"4142","brand new",21,"2","brand",74,0.283783783783784,"new"
"4756","oven to",19,"2","oven",67,0.283582089552239,"to"
"226","used to",203,"2","used",717,0.283124128312413,"to"
"15178","focus on the",15,"3","focus on",53,0.283018867924528,"the"
"7541","requires a",13,"2","requires",46,0.282608695652174,"a"
"15509","all you have",13,"3","all you",46,0.282608695652174,"have"
"15548","excited to see",13,"3","excited to",46,0.282608695652174,"see"
"2404","cup of",33,"2","cup",117,0.282051282051282,"of"
"4020","pray for",22,"2","pray",78,0.282051282051282,"for"
"16226","is at the",11,"3","is at",39,0.282051282051282,"the"
"16257","me on the",11,"3","me on",39,0.282051282051282,"the"
"16329","the answer is",11,"3","the answer",39,0.282051282051282,"is"
"21497","to be in the",11,"4","to be in",39,0.282051282051282,"the"
"14662","it does not",20,"3","it does",71,0.28169014084507,"not"
"10930","existence of",9,"2","existence",32,0.28125,"of"
"16943","and look at",9,"3","and look",32,0.28125,"at"
"17026","do have a",9,"3","do have",32,0.28125,"a"
"17180","it seemed like",9,"3","it seemed",32,0.28125,"like"
"17198","led to the",9,"3","led to",32,0.28125,"the"
"17218","months ago i",9,"3","months ago",32,0.28125,"i"
"17285","put in the",9,"3","put in",32,0.28125,"the"
"17454","university of chicago",9,"3","university of",32,0.28125,"chicago"
"17522","you look at",9,"3","you look",32,0.28125,"at"
"3436","noticed that",25,"2","noticed",89,0.280898876404494,"that"
"5612","apply to",16,"2","apply",57,0.280701754385965,"to"
"13881","i used to",58,"3","i used",207,0.280193236714976,"to"
"14254","much of the",28,"3","much of",100,0.28,"the"
"6590","chosen to",14,"2","chosen",50,0.28,"to"
"6672","grab a",14,"2","grab",50,0.28,"a"
"15335","anyone who has",14,"3","anyone who",50,0.28,"has"
"18471","and down the",7,"3","and down",25,0.28,"the"
"18572","been on the",7,"3","been on",25,0.28,"the"
"18750","i added some",7,"3","i added",25,0.28,"some"
"19554","yet but i",7,"3","yet but",25,0.28,"i"
"19559","you believe that",7,"3","you believe",25,0.28,"that"
"21900","i realized that i",7,"4","i realized that",25,0.28,"i"
"1944","starting to",40,"2","starting",143,0.27972027972028,"to"
"87","over the",393,"2","over",1405,0.279715302491103,"the"
"13827","there was a",79,"3","there was",283,0.279151943462898,"a"
"15890","is from the",12,"3","is from",43,0.27906976744186,"the"
"15961","return to the",12,"3","return to",43,0.27906976744186,"the"
"15964","said it was",12,"3","said it",43,0.27906976744186,"was"
"21432","have to do is",12,"4","have to do",43,0.27906976744186,"is"
"2340","link to",34,"2","link",122,0.278688524590164,"to"
"5258","concept of",17,"2","concept",61,0.278688524590164,"of"
"14936","i told him",17,"3","i told",61,0.278688524590164,"him"
"1287","looks like",56,"2","looks",201,0.278606965174129,"like"
"14135","up on the",32,"3","up on",115,0.278260869565217,"the"
